company,title,sector,location,career,education,category
(주)세종분석연구원,Senior AI Engineer/머신러닝 엔지니어 채용,기술지원데이터분석가데이터엔지니어유지보수데이터라벨링 외,서울전체 외,경력 · 정규직,대학교(4년)↑,Data Analysis
대한상공회의소,[K-뉴딜] 어도비 AI 콘텐츠 마케팅 과정,데이터분석가데이터엔지니어딥러닝머신러닝AI(인공지능) 외,서울전체 외,신입 · 경력 · 교육생,학력무관,Data Analysis
대한상공회의소,[IBM] Cloud Native Dev base AI agent 6기,데이터분석가데이터엔지니어딥러닝머신러닝AI(인공지능) 외,서울전체 외,신입 · 경력 · 교육생,학력무관,Data Analysis
(주)디윅스,2026년 하반기 대규모 경력 채용,데이터분석가데이터엔지니어백엔드/서버개발앱개발웹개발 외,서울 강남구 외,경력 3년↑ · 정규직,학력무관,Data Analysis
(주)바스젠바이오,AI 신약사업본부 (Bioinformatics 연구원 채용),데이터분석가데이터엔지니어데이터마이닝딥러닝머신러닝 외,서울 마포구,경력 2년↑ · 정규직,석사↑,Data Analysis
(주)국민은행,2026년 하반기 신입행원(L1) 「AI·플랫폼개발」부문 채용,데이터분석가데이터엔지니어보안컨설팅앱개발웹개발 외,서울전체 외,신입 · 정규직,학력무관,Data Analysis
스타트업코드,"[IT 강사 채용] 클라우드, 인공지능 강사",데이터분석가데이터엔지니어백엔드/서버개발앱개발웹개발 외,서울 동대문구 외,신입 · 경력 · 프리랜서,학력무관,Data Analysis
(주)인바디,2026 하반기 GBD 신입채용 - 통합 직무,기술지원데이터분석가데이터엔지니어백엔드/서버개발딥러닝 외,서울 강남구,신입 · 인턴직,대학교(4년)↑,Data Analysis
[3M] 한국쓰리엠 신입/경력사원 모집 안내,[3M] 한국쓰리엠 신입/경력사원 모집 안내,기술지원데이터분석가데이터엔지니어백엔드/서버개발앱개발 외,서울 영등포구 외,신입 · 경력 · 정규직 외,대학교(4년)↑,Data Analysis
(주)이노에이엑스,AX Center PM/AI 시스템개발 경력 채용,기술지원데이터분석가데이터엔지니어백엔드/서버개발웹개발 외,서울전체 외,경력 3년↑ · 정규직,대학교(4년)↑,Data Analysis
한국전자기술연구원,한국전자기술연구원 전문계약직원 부문별 채용 공고,데이터분석가데이터엔지니어백엔드/서버개발앱개발웹개발 외,경기 성남시 외,신입 · 경력 · 계약직,고졸↑,Data Analysis
(주)인터엑스,2026 하반기 인터엑스 대규모 PM 채용,데이터분석가데이터엔지니어백엔드/서버개발웹개발프론트엔드 외,서울전체 외,경력무관 · 정규직,학력무관,Data Analysis
(주)엘지씨엔에스,2026 LG CNS 신입채용,데이터분석가데이터엔지니어백엔드/서버개발보안컨설팅앱개발 외,서울전체 외,신입 · 정규직,대학교(4년)↑,Data Analysis
금호석유화학그룹,2026년 하반기 금호석유화학그룹 신입사원 공개채용,데이터분석가데이터엔지니어백엔드/서버개발보안컨설팅웹개발 외,서울전체 외,신입 · 정규직,대학교(4년)↑,Data Analysis
에이콘아카데미 홍대학원,한화에어로스페이스 참여기업 전액국비지원 AI실무인재 양성과정 교육생 모집,데이터분석가데이터엔지니어백엔드/서버개발프론트엔드딥러닝 외,서울전체 외,경력무관 · 교육생,학력무관,Data Analysis
(주)메디웨일,통계 분석가 (계약직 · 육아휴직 대체),데이터분석가데이터엔지니어데이터라벨링데이터마이닝데이터시각화 외,서울 강남구 외,경력무관 · 계약직,대학교(4년)↑,Data Analysis
(주)메타엠,[메타엠] AICC플랫폼실 AI 엔지니어 채용,데이터엔지니어백엔드/서버개발딥러닝머신러닝모델링 외,서울 중구,경력 1년↑ · 정규직,학력무관,Data Engineer
스피치로그(주),"이어드림스쿨, K-디지털트레이닝수료자 데이터사이언티스트 채용",데이터분석가데이터마이닝딥러닝머신러닝AI(인공지능) 외,서울 용산구,신입 · 정규직,학력무관,Data Analysis
(주)브이피피랩,VPP 플랫폼개발 실장,데이터엔지니어데이터시각화딥러닝머신러닝모델링 외,서울 강남구,10 ~ 20년 · 정규직,대학교(4년)↑,Data Engineer
(주)에스엠티바이오,바이오관련 AI 유경험자 핵심인재 모집 AI Engineer 경력.,데이터분석가웹개발딥러닝머신러닝빅데이터 외,서울 강남구,경력 5년↑ · 정규직,대학교(4년)↑,Data Analysis
서울아산병원,서울아산병원 의생명공학 &amp; 의료정보학 연구실 연구원 모집,데이터분석가딥러닝머신러닝빅데이터알고리즘 외,서울 송파구,경력무관 · 위촉직,대학교(4년)↑,Data Analysis
(주)메인,(주)메인 생성형 AI(LLM) 개발자 경력 채용 공고,데이터분석가딥러닝머신러닝NLP(자연어처리)NLU(자연어이해) 외,서울 강남구,경력 3년↑ · 정규직,학력무관,Data Analysis
(주)뷰런테크놀로지,Deep Learning Engineer(Perception),데이터엔지니어딥러닝머신러닝모델링알고리즘 외,서울 서초구 외,2 ~ 10년 · 정규직,석사↑,Data Engineer
팀스파르타(주),[KANT] 오프라인 AI 교육과정 튜터 모집 (Private LLM Infra),데이터엔지니어백엔드/서버개발딥러닝머신러닝빅데이터 외,서울 구로구,경력 3년↑ · 프리랜서,학력무관,Data Engineer
다겸(주),박사급 AI 데이터사이언티스트 모집,데이터분석가데이터마이닝데이터시각화딥러닝머신러닝 외,서울 금천구,경력무관 · 정규직 외,석사↑,Data Analysis
(주)클라비,AI/ML 시스템 설계 및 개발 전문연구요원(병역특례) 채용,데이터엔지니어딥러닝머신러닝NLP(자연어처리)AI(인공지능) 외,서울 송파구,신입 · 정규직,석사↑,Data Engineer
넛지헬스케어(주),[캐시워크] 데이터분석가 - 석사/박사,데이터분석가데이터엔지니어검색엔진네트워크데이터라벨링 외,서울 강남구,경력무관 · 정규직,석사↑,Data Analysis
(주)리스트,데이터 사이언티스트 채용,데이터분석가데이터엔지니어머신러닝빅데이터NLP(자연어처리) 외,서울 강서구,경력 5년↑ · 정규직,학력무관,Data Analysis
메리츠증권(주),IT부문 - Data Scientist,데이터분석가데이터엔지니어머신러닝모델링데이터 사이언티스트,서울 영등포구,경력 3년↑ · 계약직,"대학(2,3년)↑",Data Analysis
(주)베가스,[Begas] 2026 데이터분석 전문가 신입·경력 모집,데이터분석가딥러닝머신러닝모델링빅데이터 외,서울 중구,신입 · 경력 · 정규직,석사↑,Data Analysis
코데이터솔루션(주),ML 기반 데이터 분석 사업 프로젝트 매니저 채용,데이터분석가데이터엔지니어데이터마이닝데이터시각화머신러닝 외,서울 영등포구 외,경력 3년↑ · 정규직,대학교(4년)↑,Data Analysis
[데이터 분석] 경력직 채용,[데이터 분석] 경력직 채용,데이터분석가데이터마이닝딥러닝머신러닝Keras 외,서울 용산구,경력무관 · 정규직,대학교(4년)↑,Data Analysis
주식회사엠에이치앤티(MH&T),(주)엠에이치앤티에서 AI/AX 엔지니어로 함께 성장해요,데이터엔지니어검색엔진딥러닝머신러닝빅데이터 외,서울 강남구,경력 2년↑ · 정규직,대학교(4년)↑,Data Engineer
대원미디어(주),[대원미디어] AX추진팀 AI Solutions Engineer 채용,데이터분석가데이터엔지니어IT컨설팅데이터시각화딥러닝 외,서울 용산구,경력 2년↑ · 정규직,대학교(4년)↑,Data Analysis
대원미디어(주),[대원미디어] AX추진팀 Knowledge Architect 채용,데이터분석가데이터엔지니어IT컨설팅데이터시각화딥러닝 외,서울 용산구,경력 2년↑ · 정규직,대학교(4년)↑,Data Analysis
(주)엠아이텍,의료영상 Viewer/서버 개발자 채용,게임개발데이터분석가데이터엔지니어백엔드/서버개발SE(시스템엔지니어) 외,서울 강남구,3 ~ 10년 · 정규직,대학교(4년)↑,Data Analysis
(주)데이터마케팅코리아,[데이마케팅코리아] Data &amp; AI Solution Lead,기술지원데이터분석가데이터엔지니어백엔드/서버개발앱개발 외,서울전체 외,경력 7년↑ · 정규직,대학교(4년)↑,Data Analysis
한국평가정보(주),[신용평가팀] Data Engineer(5년이상),데이터분석가데이터엔지니어DBA데이터라벨링데이터마이닝 외,서울 강남구,5 ~ 10년 · 정규직,학력무관,Data Analysis
팜커넥트(주),[팜커넥트] 스마트 농업 플랫폼 개발자 (AI) 경력직 채용,데이터분석가데이터엔지니어데이터시각화딥러닝머신러닝 외,서울 영등포구,경력 5년↑ · 정규직,학력무관,Data Analysis
이에이트(주),[코스닥 상장사] 이에이트 개발직군 부문 채용,기술지원데이터분석가데이터엔지니어백엔드/서버개발보안컨설팅 외,서울 송파구,경력 · 계약직,학력무관,Data Analysis
(주)컴앤휴먼,(주)컴앤휴먼 생성형 AI(LLM) 엔지니어 채용 공고,데이터엔지니어IT컨설팅딥러닝머신러닝모델링 외,서울 서초구,경력무관 · 정규직 외,대학교(4년)↑,Data Engineer
(주)제논,[인공지능솔루션] AI Engineer(Agent개발),데이터엔지니어딥러닝머신러닝모델링솔루션 외,서울전체 외,3 ~ 20년 · 정규직 외,대학교(4년)↑,Data Engineer
쿠팡(주),[쿠팡] CS Specialist (데이터 분석 &amp; AI),데이터분석가데이터엔지니어데이터라벨링데이터마이닝데이터시각화 외,서울 송파구,경력 2년↑ · 정규직,대학교(4년)↑,Data Analysis
(주)알파코,"[알파코] 강사 모집 : 웹개발(풀스택), 인공지능, 클라우드 분야",데이터엔지니어백엔드/서버개발웹개발프론트엔드딥러닝 외,서울 성동구,경력 1년↑ · 프리랜서,대학교(4년)↑,Data Engineer
라온웍스(주),라온웍스(주) JAVA / ML 개발 엔지니어 채용 공고,데이터분석가데이터엔지니어백엔드/서버개발웹개발프론트엔드 외,서울 금천구,경력무관 · 정규직 외,학력무관,Data Analysis
(주)휴먼컨설팅그룹,HCG AI x HR R&amp;D Center,데이터분석가데이터엔지니어머신러닝솔루션AI(인공지능) 외,서울전체 외,1 ~ 5년 · 정규직,대학교(4년)↑,Data Analysis
(주)씨드앤,[씨드앤] 통합공조(HVAC) 시스템 엔지니어 (5년 이상),데이터분석가데이터엔지니어데이터마이닝데이터시각화머신러닝 외,서울 송파구,경력 5년↑ · 정규직,학력무관,Data Analysis
(주)스몰티켓,(주)스몰티켓에서 Video ML Engineer(VML 엔지니어)로 함께 성장해요,데이터분석가백엔드/서버개발SE(시스템엔지니어)데이터라벨링딥러닝 외,서울 강남구,경력무관 · 정규직,학력무관,Data Analysis
(주)디코드셀,단일세포·공간전사체 데이터분석 및 파이프라인 개발 담당자,데이터분석가데이터시각화딥러닝머신러닝빅데이터 외,서울 금천구,3 ~ 10년 · 정규직,석사↑,Data Analysis
(주)골든플래닛,"AX전략운영,시스템 아키텍처 분석,AI백엔드개발,Salesforce PM",기술지원데이터분석가데이터엔지니어백엔드/서버개발보안컨설팅 외,서울전체 외,경력 · 정규직,학력무관,Data Analysis
(주)다우기술,다우기술 경력•신입 대규모 인재영입,기술지원데이터분석가데이터엔지니어백엔드/서버개발보안컨설팅 외,경기 성남시 외,신입 · 경력 · 정규직,"대학(2,3년)↑",Data Analysis
한화오션(주),2026년 하반기 신입사원 채용(AX_AI 개발),기술지원데이터분석가데이터엔지니어머신러닝AI(인공지능) 외,서울전체,신입 · 정규직 외,대학교(4년)↑,Data Analysis
메디케이시스템,"[박사] AI, 빅데이터분석 R&amp;D기획, 연구",데이터분석가데이터엔지니어데이터라벨링데이터마이닝데이터시각화 외,서울전체 외,경력무관 · 정규직 외,박사,Data Analysis
(주)아이샵케어,토스플레이스 자회사 [iShopCARE] 대규모 채용｜영업·마케팅·인사·법무·전략·CX·물류·AS·운영 外,기술지원데이터분석가데이터엔지니어백엔드/서버개발웹개발 외,서울 강남구 외,신입 · 경력 · 정규직 외,학력무관,Data Analysis
오씨아이정보통신(주),[OCI계열사] OCI정보통신 각 부문별 신입/경력사원 모집,데이터분석가데이터엔지니어보안컨설팅정보보안네트워크 외,서울 중구,경력 · 정규직,대학교(4년)↑,Data Analysis
주식회사 아이티에스코,솔루션 개발팀/솔루션 컨설팅팀/금융공학팀 신입•경력 채용,데이터분석가데이터엔지니어백엔드/서버개발유지보수IT컨설팅 외,서울 마포구,신입 · 경력 · 정규직,대학교(4년)↑,Data Analysis
예진(주),[경력3년이상] 데이터 사이언티스트 채용,데이터시각화딥러닝머신러닝빅데이터클라우드 외,서울 송파구,경력 3년↑ · 정규직,대학교(4년)↑,Deep Learning
(주)레이어,[LAYER] 데이터분석가 채용 (경력 4년 이상),데이터분석가데이터엔지니어데이터라벨링데이터마이닝데이터시각화 외,서울 강남구,경력 4년↑ · 정규직,학력무관,Data Analysis
(주)큐스톤,[주식회사 큐스톤] 데이터 사이언티스트 모집 (5년 이상 경력),데이터분석가머신러닝빅데이터Python데이터 사이언티스트,서울 강남구,경력 5년↑ · 정규직,대학교(4년)↑,Data Analysis
(주)브레이브모바일,[숨고] Data Scientist,데이터분석가검색엔진데이터마이닝데이터시각화머신러닝 외,서울 강남구,경력 3년↑ · 정규직,학력무관,Data Analysis
스푼랩스,Machine Learning Engineer (TTS),딥러닝머신러닝음성인식NLP(자연어처리)NLU(자연어이해) 외,서울 강남구,5 ~ 10년 · 정규직,석사↑,Deep Learning
현대모비스(주),26년 하반기 현대모비스 신입 채용,데이터분석가데이터엔지니어백엔드/서버개발보안컨설팅앱개발 외,서울 강남구 외,신입 · 정규직,대학교(4년)↑,Data Analysis
(주)국민은행,2026년 하반기 신입행원(L1) 「IT」부문 채용,데이터분석가데이터엔지니어백엔드/서버개발보안컨설팅앱개발 외,서울전체 외,신입 · 정규직,학력무관,Data Analysis
주식회사 리스크엑스,[주식회사 리스크엑스] 금융상품 평가·추천시스템 ML 엔지니어,데이터분석가데이터엔지니어백엔드/서버개발머신러닝알고리즘 외,서울 영등포구,경력(년수무관) · 정규직,석사↑,Data Analysis
주식회사 아슬론,AI 연구원 (신입/경력),데이터분석가머신러닝모델링빅데이터신경망 외,서울 강서구,경력무관 · 정규직,대학교(4년)↑,Data Analysis
(주)더원테크,[인턴 모집] 인공지능 AI 및 빅데이터 서비스 개발 인턴 모집,SI개발검색엔진데이터시각화딥러닝머신러닝 외,서울 금천구 외,경력무관 · 인턴직,학력무관,Deep Learning
넷마블(주),AI 엔지니어(음성 에이전트) 모집,게임개발기술지원데이터분석가딥러닝머신러닝 외,서울 구로구 외,경력 2년↑ · 정규직,대학교(4년)↑,Data Analysis
매드업,[제품본부] 시니어 AI Engineer - 5년 이상,데이터분석가딥러닝머신러닝AI(인공지능)Keras 외,서울 강남구,경력 5년↑ · 정규직,대학교(4년)↑,Data Analysis
시너지에이아이(주),디지털 헬스케어 R&amp;D 팀원(AI Research Engineer) 모집,데이터엔지니어데이터마이닝딥러닝모델링AI(인공지능) 외,서울 강서구,경력 3년↑ · 정규직,"대학(2,3년)↑",Data Engineer
(주)엘핀,AI 어플리케이션 개발자 모집,백엔드/서버개발웹개발딥러닝머신러닝모델링 외,서울 강서구 외,신입 · 경력 · 정규직,대학교(4년)↑,Deep Learning
(주)바이오리서치에이아이,(주)바이오리서치에이아이 데이터엔지니어 인턴 모집,데이터분석가데이터엔지니어웹개발검색엔진데이터 사이언티스트,서울 강남구,경력무관 · 인턴직,학력무관,Data Analysis
다겸(주),[병역특례] ML Engineer 전문연구요원,백엔드/서버개발데이터마이닝딥러닝머신러닝빅데이터 외,서울 금천구,경력무관 · 정규직 외,대학교(4년)↑,Deep Learning
(주)에이피알,[인턴/경력] 에이피알(메디큐브/에이프릴스킨 등) 부문별 모집,데이터분석가데이터엔지니어영업관리영업지원영업직 외,서울 송파구,신입 · 경력 · 정규직 외,대학교(4년)↑,Data Analysis
(주)리스트,생성형 AI 솔루션 엔지니어,데이터엔지니어딥러닝머신러닝AI(인공지능)GraphDB 외,서울 강서구,경력 7년↑ · 정규직,"대학(2,3년)↑",Data Engineer
(주)바이오리서치에이아이,(주)바이오리서치에이아이 데이터엔지니어(주니어) 채용,데이터분석가데이터엔지니어웹개발검색엔진데이터 사이언티스트,서울 강남구,신입 · 경력 · 정규직 외,학력무관,Data Analysis
(주)디더블유아이,(주)디더블유아이에서 AI 분석 서비스 개발자 모십니다,데이터분석가데이터엔지니어데이터시각화딥러닝API 외,서울 영등포구,신입 · 경력 · 정규직 외,"대학(2,3년)↑",Data Analysis
(주)트랜스코스모스코리아,[알체라/단기/초보가능] 로봇 조작 데이터 수집 / 야간 담당자,데이터분석가백엔드/서버개발데이터라벨링딥러닝머신러닝 외,서울 서초구,경력무관 · 파견직,학력무관,Data Analysis
(주)트랜스코스모스코리아,[알체라/단기/초보가능] 로봇 조작 데이터 수집 담당자 모집,데이터분석가백엔드/서버개발데이터라벨링딥러닝머신러닝 외,서울 서초구,경력무관 · 파견직,학력무관,Data Analysis
드림마크원(주),2026년 드림라인/드림마크원 하반기 채용(통신영업 및 기술),기술지원데이터분석가데이터엔지니어보안컨설팅정보보안 외,서울전체 외,신입 · 경력 · 정규직,학력무관,Data Analysis
(주)케이엘넷,하반기 각 부문 신입/경력 채용,데이터분석가데이터엔지니어백엔드/서버개발앱개발웹개발 외,서울 강남구 외,신입 · 경력 · 정규직,"대학(2,3년)↑",Data Analysis
(주)미리디,[미리캔버스] ML Engineer (Model Inference &amp; Serving),데이터엔지니어딥러닝머신러닝클라우드AI(인공지능),서울 구로구,1 ~ 3년 · 정규직,학력무관,Data Engineer
콘센트릭스서비스코리아(유),데이터 엔지니어 (Databricks),데이터분석가데이터엔지니어데이터라벨링데이터마이닝Python 외,서울 강남구,경력 5년↑ · 정규직,학력무관,Data Analysis
(주)아이샵케어,[토스플레이스 자회사/iShopCARE] Data Analyst (데이터 분석가),데이터분석가데이터엔지니어데이터시각화빅데이터DW 외,서울 강남구 외,3 ~ 9년 · 정규직,학력무관,Data Analysis
데이터 분석가 (DA) 경력직 모집,데이터 분석가 (DA) 경력직 모집,데이터분석가데이터엔지니어아키텍쳐PythonSQL 외,서울 강남구,4 ~ 10년 · 정규직,"대학(2,3년)↑",Data Analysis
[무케렌시아] 경영기획 (AI 기반 전사업무 자동화),[무케렌시아] 경영기획 (AI 기반 전사업무 자동화),데이터분석가데이터엔지니어SE(시스템엔지니어)딥러닝빅데이터 외,서울 강남구,경력 1년↑ · 정규직,"대학(2,3년)↑",Data Analysis
콘센트릭스서비스코리아(유),데이터 엔지니어,데이터분석가데이터엔지니어데이터라벨링데이터마이닝Python 외,서울 강남구,경력 2년↑ · 정규직,학력무관,Data Analysis
"퐁피두센터 한화, 데이터 분석 마케터","퐁피두센터 한화, 데이터 분석 마케터",데이터분석가데이터엔지니어빅데이터마케팅전략브랜드마케팅 외,서울 영등포구,경력 5년↑ · 계약직,대학교(4년)↑,Data Analysis
(주)와이즈스톤,[와이즈스톤] 테스팅 자동화 솔루션 개발자 채용(주35시간),데이터분석가데이터엔지니어백엔드/서버개발데이터라벨링데이터마이닝 외,서울 강남구,경력 3년↑ · 정규직,대학교(4년)↑,Data Analysis
주식회사 에이치에너지,[H에너지] 데이터 분석가 채용 (GA4),데이터분석가데이터엔지니어모델링빅데이터알고리즘 외,서울 강남구,경력 3년↑ · 정규직,대학교(4년)↑,Data Analysis
주식회사 아슬론,AI 연구소장 (경력),데이터분석가딥러닝머신러닝모델링신경망 외,서울 강서구,경력 7년↑ · 정규직,박사,Data Analysis
콘센트릭스서비스코리아(유),데이터 크롤링 전문가,데이터분석가데이터엔지니어데이터라벨링데이터마이닝크롤링 외,서울 강남구,경력 2년↑ · 정규직,학력무관,Data Analysis
(주)직스테크놀로지,[직스테크놀로지] 소프트웨어 B2B 영업사원 채용 / 경력,기술지원데이터분석가데이터엔지니어R&DR&D기획 외,서울 강남구,경력 3년↑ · 정규직,고졸↑,Data Analysis
(주)도슨티,[도슨티AI] Full-stack Problem Solver 개발자 채용 (신입/경력),데이터엔지니어백엔드/서버개발웹개발검색엔진머신러닝 외,서울 관악구,신입 · 경력 · 정규직 외,"대학(2,3년)↑",Data Engineer
(주)연합인포맥스,연합인포맥스 금융데이터 부문 계약사원 채용,데이터분석가데이터엔지니어웹개발DBA데이터시각화 외,서울전체 외,신입 · 경력 · 계약직,대학교(4년)↑,Data Analysis
(주)에이닷큐어,에이닷큐어에서 Senior AI Technical Lead 를 모십니다.,데이터분석가데이터엔지니어데이터라벨링데이터마이닝머신러닝 외,서울 성북구,경력 5년↑ · 정규직,석사↑,Data Analysis
[기어세컨드] 데이터 엔지니어(DE) 채용,[기어세컨드] 데이터 엔지니어(DE) 채용,데이터분석가데이터엔지니어데이터시각화빅데이터ETL 외,서울 성동구,경력 3년↑ · 정규직,학력무관,Data Analysis
(주)폴라리스에이아이,"[폴라리스AI] AI융합사업본부, AI솔루션 유지보수 채용",기술지원데이터분석가데이터엔지니어백엔드/서버개발앱개발 외,서울전체 외,경력 4년↑ · 정규직,"대학(2,3년)↑",Data Analysis
(주)폴라리스에이아이,"[폴라리스AI] AI융합사업본부, AI 개발자 채용",기술지원데이터분석가데이터엔지니어백엔드/서버개발앱개발 외,서울전체 외,경력 8년↑ · 정규직,대학교(4년)↑,Data Analysis
(주)엑슬리트엣지,"전자,기계, 물리, 화학, 통계, 컴퓨터 응용엔지니어",데이터엔지니어데이터마이닝머신러닝솔루션연구원 외,서울 금천구,신입 · 경력 · 정규직,대학교(4년)↑,Data Engineer
(주) 아인시스템,Machine Vision 영상처리 개발 모집,기술지원데이터엔지니어유지보수SE(시스템엔지니어)딥러닝 외,서울 금천구,경력무관 · 정규직,고졸↑,Data Engineer
넛지헬스케어(주),[캐시워크] 데이터분석 담당 채용전환형 인턴,데이터분석가데이터엔지니어데이터라벨링데이터마이닝데이터시각화 외,서울 강남구,신입 · 인턴직,"대학(2,3년)↑",Data Analysis
(주)코난테크놀로지,2026년 각부문 신입 및 경력 채용,기술지원데이터분석가데이터엔지니어백엔드/서버개발프론트엔드 외,서울전체 외,신입 · 경력 · 정규직,대학교(4년)↑,Data Analysis
(주)온택트헬스,데이터 분석가 채용,데이터분석가데이터엔지니어SQL데이터 사이언티스트,서울 서대문구,경력 3년↑ · 정규직,석사↑,Data Analysis
(주)빅스터,"빅데이터(통계,공공데이터,AI) 분석가 정규직 채용",데이터분석가데이터엔지니어딥러닝빅데이터AI(인공지능) 외,서울 구로구,1 ~ 10년 · 정규직,대학교(4년)↑,Data Analysis
넷마블(주),AI 엔지니어(VLM 기반 게임 에이전트),게임개발기술지원데이터분석가딥러닝머신러닝 외,서울 구로구 외,경력 2년↑ · 정규직,대학교(4년)↑,Data Analysis
넷마블(주),AI 연구 및 서비스 개발,게임개발기술지원데이터분석가딥러닝머신러닝 외,서울 구로구 외,경력 2년↑ · 정규직,대학교(4년)↑,Data Analysis
콘센트릭스서비스코리아(유),AI 데이터 및 Agent 엔지니어,데이터분석가데이터엔지니어데이터라벨링데이터마이닝Python 외,서울 강남구,3 ~ 10년 · 정규직,학력무관,Data Analysis
매드업,[제품본부] AI Engineer - 3년 이상(전문연구요원 가능),데이터분석가딥러닝머신러닝AI(인공지능)Keras 외,서울 강남구,경력 3년↑ · 정규직,대학교(4년)↑,Data Analysis
(주)유비온,(주)유비온 플랫폼엔지니어링팀 신규 운영자 채용,기술지원데이터분석가데이터엔지니어백엔드/서버개발보안컨설팅 외,서울 구로구,2 ~ 15년 · 정규직,학력무관,Data Analysis
(주)세라젬,[세라젬] AI Tech 실장 채용,데이터분석가데이터엔지니어IT컨설팅데이터라벨링데이터마이닝 외,서울 강남구,경력 10년↑ · 정규직,대학교(4년)↑,Data Analysis
(주)온코크로스,단백체·오믹스 AI/생물정보 분석 연구원(대리~과장급),데이터분석가데이터엔지니어데이터마이닝연구원R&D 외,서울 송파구,경력 3년↑ · 정규직,대학교(4년)↑,Data Analysis
(주)미디어윌네트웍스,[알바천국본사] AI 개발자 정규직 채용,데이터엔지니어앱개발웹개발딥러닝머신러닝 외,서울전체 외,경력 1년↑ · 정규직,대학교(4년)↑,Data Engineer
(주)직스테크놀로지,[신입/경력] CAD 소프트웨어 기술지원·고객교육 담당자 채용,기술지원데이터분석가데이터엔지니어R&DR&D기획 외,서울 강남구,신입 · 경력 · 정규직,"대학(2,3년)↑",Data Analysis
(주)비투엔,[비투엔] [신입] 데이터 아키텍처(DA) 담당자 채용,데이터분석가데이터엔지니어IT컨설팅데이터 사이언티스트,서울 영등포구,신입 · 정규직,"대학(2,3년)↑",Data Analysis
(주)에니아이,Senior Robotics Software Engineer,데이터엔지니어딥러닝머신러닝모델링S/W,서울 성동구,5 ~ 15년 · 정규직,학력무관,Data Engineer
(주)이노션,[이노션] 데이터 엔지니어 (Customer Data Platform) (계약직),데이터분석가데이터엔지니어DBA데이터라벨링데이터마이닝 외,서울 강남구 외,경력 1년↑ · 계약직,"대학(2,3년)↑",Data Analysis
(주)피엑스디,AI eXperience Engineer(AX) - AI 플랫폼 &amp; 백엔드 (경력),데이터엔지니어백엔드/서버개발검색엔진딥러닝머신러닝 외,서울 성동구,경력(년수무관) · 정규직,학력무관,Data Engineer
(주)에이치시스템즈,Graph RAG 플랫폼 구축 전문가 채용,데이터분석가데이터엔지니어백엔드/서버개발앱개발웹개발 외,서울 금천구,경력무관 · 정규직,학력무관,Data Analysis
주식회사엑스비온,2026년 일자리 매칭 서비스 AI 개발자 채용 공고,데이터분석가데이터엔지니어백엔드/서버개발앱개발딥러닝 외,서울 강남구,경력 1년↑ · 정규직 외,대학교(4년)↑,Data Analysis
주식회사엑스비온,2026년 일자리 매칭 AI 서비스 풀스택 개발자 채용 공고,데이터분석가데이터엔지니어백엔드/서버개발앱개발딥러닝 외,서울 강남구,경력 1년↑ · 정규직 외,학력무관,Data Analysis
주식회사엑스비온,2026년 일자리 매칭 AI agent 백엔드 개발자 채용 공고,데이터분석가데이터엔지니어백엔드/서버개발앱개발딥러닝 외,서울 강남구,경력 1년↑ · 정규직 외,대학교(4년)↑,Data Analysis
씨제이대한통운(주),[TES물류기술연구소] '데이터 엔지니어' 경력사원 모집,데이터분석가데이터엔지니어SE(시스템엔지니어)BI 엔지니어데이터 사이언티스트,서울전체,경력 5년↑ · 정규직,대학교(4년)↑,Data Analysis
(주)온코크로스,Computational Systems Biology 연구개발자 채용,데이터분석가데이터엔지니어데이터마이닝AI(인공지능)연구원 외,서울 송파구,경력 2년↑ · 정규직,박사,Data Analysis
(주)모드파티,파티 및 공간 플랫폼 모드파티에서 자동화 개발자를 찾고 있어요,데이터분석가데이터엔지니어백엔드/서버개발앱개발웹개발 외,서울 강남구,경력 3년↑ · 정규직,학력무관,Data Analysis
코데이터솔루션(주),AI 모델(ML) 개발자 경력직 채용,데이터분석가데이터엔지니어데이터마이닝데이터시각화빅데이터 외,서울 영등포구 외,3 ~ 5년 · 계약직,대학교(4년)↑,Data Analysis
코데이터솔루션(주),데이터 시각화 엔지니어 경력직 채용,데이터분석가데이터엔지니어데이터마이닝데이터시각화빅데이터 외,서울 영등포구 외,경력 3년↑ · 정규직,대학교(4년)↑,Data Analysis
에이치엔아이엑스(주),[HNIX] 데이터 엔지니어 채용(서울/판교 근무),데이터분석가데이터엔지니어데이터 사이언티스트,서울 중구,경력 5년↑ · 정규직,대학교(4년)↑,Data Analysis
(주)이노션,[이노션] 데이터 분석가 (CX/VoC Data Analyst),데이터분석가데이터엔지니어데이터 사이언티스트,서울 강남구,7 ~ 14년 · 정규직,대학교(4년)↑,Data Analysis
(주)지니수,프롭테크 플랫폼 서비스 개발자 채용,데이터분석가데이터엔지니어백엔드/서버개발SaaS데이터 사이언티스트,서울 강남구,신입 · 정규직,고졸↑,Data Analysis
(주)지니수,[인턴] 프롭테크 플랫폼 서비스 개발,데이터분석가데이터엔지니어백엔드/서버개발SaaS데이터 사이언티스트,서울 강남구,신입 · 인턴직,고졸↑,Data Analysis
(주)똑똑홀딩스,[강남역/데이터 모델링/DA] 개발팀 데이터 아키텍처 (4-7년),데이터분석가데이터엔지니어모델링DW아키텍쳐 외,서울 강남구,4 ~ 7년 · 정규직 외,"대학(2,3년)↑",Data Analysis
