company,title,sector,location,career,education,category
(주)윙소프트,서버 - 네이버 클라우드 관리자 모집,기술지원데이터분석가백엔드/서버개발네트워크Windows 외,서울 금천구,경력 7년↑ · 정규직,학력무관,Data Analysis
비에이티(주),주니어 AP(Account Planner),데이터분석가AI(인공지능)PM(프로젝트매니저)데이터분석,서울 강남구,신입 · 경력 · 정규직,대학교(4년)↑,Data Analysis
[BGF리테일] 경력사원 상시채용(빅데이터),[BGF리테일] 경력사원 상시채용(빅데이터),데이터분석가빅데이터데이터분석,서울전체,경력 2년↑ · 정규직,대학교(4년)↑,Data Analysis
제이투케이,"AI, 파이썬 데이터 분석  하실분 파트타임",데이터분석가,서울 서초구,경력무관 · 계약직 외,학력무관,Data Analysis
제이투케이,"파이썬, 클로드코딩으로 금융 경제 투자분석 하실분 파트타임",데이터분석가,서울 서초구,경력무관 · 계약직 외,학력무관,Data Analysis
제이투케이,"AI , 바이브 코딩 같이 공부하실 분 파트타임 구합니다",데이터분석가,서울 서초구,경력무관 · 계약직 외,학력무관,Data Analysis
(주)올가홀푸드,[풀무원ORGA] IT 시스템 운영 관리,데이터분석가IT컨설팅SE(시스템엔지니어)ICT컨설팅데이터마이닝 외,서울 송파구 외,경력 2년↑ · 정규직,대학교(4년)↑,Data Analysis
(주)큐팁,Principal AI Engineer(CTO급),딥러닝컴퓨터비전NLP(자연어처리)AI(인공지능),서울 금천구 외,5 ~ 15년 · 정규직,석사↑,Deep Learning
(주)에스에이엠지엔터테인먼트,[SAMG엔터] AX Engineer 경력직 모집,기술지원데이터엔지니어백엔드/서버개발앱개발웹개발 외,서울 강남구,3년 · 정규직,대학교(4년)↑,Data Engineer
(주)엔서,생체신호 연구 분야 QC/연구원 채용,데이터엔지니어알고리즘PythonTensorflow연구원 외,서울 금천구,신입 · 경력 · 정규직,대학교(4년)↑,Data Engineer
씨제이푸드빌(주),[CJ푸드빌] IT부서 체험형 인턴 모집,데이터분석가사무보조,서울 중구,경력무관 · 인턴직,학력무관,Data Analysis
(주)클러쉬,(주)클러쉬 AI Agent Engineer (MS Copilot Studio),데이터엔지니어백엔드/서버개발검색엔진챗봇NLP(자연어처리) 외,서울 관악구,경력 2년↑ · 정규직,대학교(4년)↑,Data Engineer
(주)티지360테크놀로지스,데이터 플랫폼 및 광고 데이터 연동 개발자 채용 공고,데이터엔지니어백엔드/서버개발,서울 성동구,3 ~ 6년 · 정규직,학력무관,Data Engineer
퍼솔코리아(유),[글로벌 Tech 기업 /강남] Client Solutions Manager 채용,데이터분석가마케팅기획마케팅전략시장조사통계/분석 외,서울 강남구,경력 5년↑ · 계약직,대학교(4년)↑,Data Analysis
위즈코어(주),풀스택 개발자 경력직 채용 (3년 이상),데이터 사이언티스트,서울 금천구,3 ~ 12년 · 정규직,대학교(4년)↑,Other
(주)브레이브모바일,[숨고] FP&amp;A Manager,데이터분석가ERP재무경영관리,서울 강남구,경력 4년↑ · 정규직,학력무관,Data Analysis
(주)한국에스리,ArcGIS Imagery Solution Engineer,데이터분석가SI개발빅데이터솔루션GIS 외,서울 강남구,신입 · 경력 · 정규직,대학교(4년)↑,Data Analysis
엠클라우드브리지(주),엠클라우드브리지(주) AI Platform 영업(EnterpriseSale) 채용,기술지원IT컨설팅SI개발데이터마이닝머신러닝 외,서울 강남구,신입 · 경력 · 정규직,대학교(4년)↑,Machine Learning
주식회사 와이앤컨설팅그룹,[실버인턴] 경력 15년 이상 각 분야 전문가,백엔드/서버개발보안컨설팅정보보안IT컨설팅경리 외,서울 강남구,경력 15년↑ · 프리랜서,학력무관,Other
(주)윌비소프트,AI 엔지니어 공개 채용,백엔드/서버개발SE(시스템엔지니어)SI개발딥러닝챗봇 외,서울 금천구,경력무관 · 정규직,학력무관,Deep Learning
워크핏(주),스마트팩토리 MES 개발 담당자 채용,데이터분석가백엔드/서버개발웹개발웹마스터유지보수 외,서울전체 외,5 ~ 13년 · 정규직,"대학(2,3년)↑",Data Analysis
(주)이테크시스템,[에티버스] AWS 총판 Partner Solutions Architect (경력),기술지원데이터엔지니어SE(시스템엔지니어)솔루션AWS,서울 중구,경력 3년↑ · 정규직,대학교(4년)↑,Data Engineer
(주)미리디,[미리캔버스] 응용 알고리즘 엔지니어[산업기능/전문연구요원],기술지원데이터엔지니어백엔드/서버개발AI(인공지능),서울 구로구,경력무관 · 정규직,학력무관,Data Engineer
(주)비즈테크아이,[LG CNS 자회사] SAP HANA DB 운영 엔지니어 모집 (경력),데이터엔지니어SAP,서울 마포구,경력 3년↑ · 정규직 외,대학교(4년)↑,Data Engineer
(주)화신이앤엘,[매쓰프로] 중등 수학 문항 분류·검수 연구원 채용,데이터분석가AI(인공지능)연구원데이터분석교육운영 외,서울 금천구,경력무관 · 정규직,대학교(4년)↑,Data Analysis
(주)화신이앤엘,[매쓰프로] 비즈니스마케팅본부 서비스 기획자 채용,데이터분석가AI(인공지능)마케팅기획마케팅전략콘텐츠기획 외,서울 금천구,경력무관 · 정규직,"대학(2,3년)↑",Data Analysis
안진회계법인,[딜로이트 안진회계법인] 26년 하반기 데이터 엔지니어 경력직,데이터엔지니어,서울 영등포구,5 ~ 12년 · 정규직,대학교(4년)↑,Data Engineer
(주)누리미디어,[AI사업] Data Analyst (체험형 인턴),데이터분석가,서울 마포구,신입 · 계약직,대학교(4년)↑,Data Analysis
(주)디엑스지,[DXG] HW개발 경력직 채용,데이터엔지니어앱개발유지보수정보보안네트워크 외,서울 강남구,5 ~ 10년 · 정규직,대학교(4년)↑,Data Engineer
(주)디엑스지,[DXG] Firmware 개발 경력직 채용,데이터엔지니어앱개발유지보수정보보안네트워크 외,서울 강남구,경력 3년↑ · 정규직,대학교(4년)↑,Data Engineer
(주)디엑스지,[DXG] 하네스(Harness) 설계 및 개발 채용,데이터엔지니어앱개발유지보수정보보안네트워크 외,서울 강남구,신입 · 정규직,"대학(2,3년)↑",Data Engineer
주식회사 에이치에너지,AX 시니어  AX팀 -Tech Lead Lead Forward Deployed Engineer,빅데이터클라우드아키텍쳐AI(인공지능)데이터 사이언티스트,서울 강남구,경력 7년↑ · 정규직,대학교(4년)↑,Other
우리에프아이에스(주),[우리FIS] 26년 9월 개발 부문 경력 채용,데이터분석가백엔드/서버개발앱개발웹개발유지보수 외,서울 마포구,4 ~ 14년 · 계약직,학력무관,Data Analysis
(주)리눅스데이타시스템,빅데이터 솔루션 엔지니어(스플렁크) 경력채용 (경력10년이상),데이터엔지니어백엔드/서버개발빅데이터트러블슈팅S/W 외,서울 강남구,신입 · 정규직,"대학(2,3년)↑",Data Engineer
(주)제이엘케이,[병역특례] 인공지능연구원 (전문연구요원),백엔드/서버개발웹개발프론트엔드머신러닝빅데이터 외,서울 강남구,경력무관 · 병역특례,대학교(4년)↑,Machine Learning
현대자동차(주),현대자동차 9월 신입 채용 (SW Development),기술지원데이터엔지니어SE(시스템엔지니어)BI 엔지니어,서울 서초구,신입 · 정규직,대학교(4년)↑,Data Engineer
현대자동차(주),현대자동차 9월 신입 채용 (Infra Engineering),기술지원데이터엔지니어SE(시스템엔지니어)인프라BI 엔지니어,서울전체,신입 · 정규직,대학교(4년)↑,Data Engineer
현대자동차(주),현대자동차 9월 신입 채용 (Security Engineering),기술지원데이터엔지니어SE(시스템엔지니어)BI 엔지니어,서울 서초구,신입 · 정규직,대학교(4년)↑,Data Engineer
현대자동차(주),현대자동차 9월 신입 채용 (컨텍스트 디자인/엔지니어링 솔루션),데이터엔지니어SE(시스템엔지니어)산업디자인자동차디자인,서울 서초구 외,신입 · 정규직,대학교(4년)↑,Data Engineer
[Solution] Software Engineer Intern (체험형),[Solution] Software Engineer Intern (체험형),데이터엔지니어S/WAI(인공지능)Git,서울 강남구,신입 · 경력 · 인턴직,"대학(2,3년)↑",Data Engineer
(주)엘지경영개발원,Platform Engineer Internship,데이터엔지니어SE(시스템엔지니어)클라우드GitLinux 외,서울 강서구,경력무관 · 인턴직,학력무관,Data Engineer
하이퍼리즘유한책임회사,[자산운용] CeFi Trading Team operator (인턴십),데이터분석가알고리즘손익관리알고리즘개발암호화폐,서울 관악구,경력무관 · 인턴직,학력무관,Data Analysis
토스페이먼츠(주),Systems Engineer,데이터엔지니어SE(시스템엔지니어)BI 엔지니어,서울 강남구,신입 · 경력 · 정규직,학력무관,Data Engineer
토스페이먼츠(주),Server Developer(SRE),기술지원데이터엔지니어백엔드/서버개발,서울 강남구,신입 · 경력 · 정규직,학력무관,Data Engineer
Data Project Manager,Data Project Manager,데이터엔지니어PM(프로젝트매니저),서울 마포구,경력무관 · 계약직,대학교(4년)↑,Data Engineer
(주)엠제이코리아,을지로3가/영어O/주5일/네트워크/케이블/관리처/IT기술관리영업,기술지원데이터엔지니어유지보수검색엔진네트워크 외,서울전체 외,경력무관 · 파견직,고졸↑,Data Engineer
(주)무하유,"DevOps 엔지니어 (3년 이상, 전문연구요원 가능)",데이터엔지니어SE(시스템엔지니어)BI 엔지니어,서울 성동구,경력 3년↑ · 정규직,대학교(4년)↑,Data Engineer
(주)한국픽셀,서울 네트워크 및 정보통신기술자 모집 경력 채용[신입/경력],데이터엔지니어백엔드/서버개발유지보수프론트엔드빅데이터 외,서울 금천구,경력 1년↑ · 계약직,학력무관,Data Engineer
캠퍼스세븐(주),2026년 하반기 KDT 강사 채용 (AI 엔지니어),데이터엔지니어학원강사훈련교사IT강사컴퓨터교육,서울 금천구,경력 5년↑ · 계약직,대학교(4년)↑,Data Engineer
(주)인터메탑,세종대학교 감정연구실 석/박사과정-연구원 채용,딥러닝이미지프로세싱컴퓨터비전펌웨어FPGA 외,서울 광진구,경력무관 · 계약직,대학교(4년)↑,Deep Learning
엘에스아이티씨(주),[LS ITC] 경력직 수시채용,기술지원데이터엔지니어유지보수정보보안개발PM,서울 용산구,경력(년수무관) · 정규직,대학교(4년)↑,Data Engineer
(주)클레온,[클레온] AI 디지털 휴먼 Android 개발자 (5년차 이상 SDK 개발),앱개발딥러닝영상처리음성인식이미지프로세싱 외,서울 강남구,경력 5년↑ · 정규직,대학교(4년)↑,Deep Learning
넛지헬스케어(주),[캐시워크애즈] 광고플랫폼 운영 담당 채용전환형 인턴,데이터분석가마케팅기획마케팅전략광고마케팅모바일마케팅 외,서울 강남구,신입 · 인턴직,대학교(4년)↑,Data Analysis
(주)디네이블,버추얼 아이돌 Unreal Engine 프로그래머 구인,데이터엔지니어크리에이터AD(아트디렉터)방송엔지니어,서울 영등포구,2 ~ 5년 · 정규직,"대학(2,3년)↑",Data Engineer
(주)띵스파이어,기후에너지 AI 연구개발 전문연구요원 모집(병역특례),데이터엔지니어백엔드/서버개발빅데이터챗봇클라우드 외,서울 용산구,경력무관 · 정규직,석사↑,Data Engineer
(주)엔클로니,"[C/C++, C#] 검사장비 고속 제어 및 비전 SW 개발자 채용 (경력)",머신러닝알고리즘임베디드S/W아키텍쳐 외,서울 구로구 외,3 ~ 20년 · 정규직,대학교(4년)↑,Machine Learning
(주)씨제이이엔엠,[CJ ENM] Mnet Plus 앱 개발(React Native)_경력채용,기술지원데이터엔지니어앱개발,서울 마포구,경력 3년↑ · 정규직,학력무관,Data Engineer
(주)씨제이이엔엠,[CJ ENM] Mnet Plus_Frontend Engineer_경력채용,기술지원데이터엔지니어웹개발프론트엔드SE(시스템엔지니어) 외,서울 마포구,경력 3년↑ · 정규직,학력무관,Data Engineer
넥스트증권(주),Product Manager (Growth),데이터분석가그로스해킹데이터분석증권사기획,서울 영등포구,3 ~ 7년 · 정규직,학력무관,Data Analysis
(주)포티투마루,[포티투마루] Frontend 엔지니어 채용,딥러닝AI(인공지능)PytorchFrontend,서울 서초구,경력무관 · 정규직,학력무관,Deep Learning
(주)뷰런테크놀로지,[Vueron] Field Engineer(Smart Infra) 신입 채용,기술지원FAEQA/테스터딥러닝솔루션 외,서울 서초구,신입 · 경력 · 정규직,학력무관,Deep Learning
엠클라우드브리지(주),데이터 및 AI Agent 사업 본부장 채용,데이터엔지니어백엔드/서버개발프론트엔드DBAIT컨설팅 외,서울 강남구,10 ~ 20년 · 정규직,대학교(4년)↑,Data Engineer
(주)복산나이스,복산나이스 IT 팀 채용 공고,기술지원데이터분석가백엔드/서버개발보안컨설팅유지보수 외,서울 송파구,2 ~ 20년 · 정규직,대학교(4년)↑,Data Analysis
(주)와이매틱스,[주식회사 와이매틱스] AI Agent 개발자,머신러닝솔루션APINginxNLP(자연어처리) 외,서울 강남구,경력무관 · 정규직,석사↑,Machine Learning
[Gruve Korea]Salesforce Developer 세일즈포스 개발자 채용,[Gruve Korea]Salesforce Developer 세일즈포스 개발자 채용,기술지원유지보수IT컨설팅네트워크머신러닝 외,서울 강남구,경력 3년↑ · 정규직,학력무관,Machine Learning
주식회사 빅밸류,[빅밸류] Data Engineer(6년 이하),데이터엔지니어,서울 성동구,경력 6년↓ · 정규직,학력무관,Data Engineer
(주)이노션,[이노션] AI 엔지니어 (Data/Analytics) (상시채용 인재풀),데이터엔지니어AI(인공지능),서울 강남구,경력 1년↑ · 계약직,"대학(2,3년)↑",Data Engineer
씨제이대한통운(주),[TES물류기술연구소] 최적화 솔루션 엔지니어 경력사원 모집,기술지원데이터엔지니어IT컨설팅SE(시스템엔지니어)알고리즘 외,서울전체,경력 3년↑ · 정규직,학력무관,Data Engineer
(주)에프앤가이드,(정규직) 펀드평가실 펀드평가 및 펀드 상품기획 담당자 모집,데이터분석가상품기획,서울 강서구,3 ~ 10년 · 정규직,대학교(4년)↑,Data Analysis
(주)블루개러지,AI Artist / LLM Engineer(6~8년),데이터분석가DjangoGraphQLMySQLPandas 외,서울 강동구,6 ~ 8년 · 정규직,대학교(4년)↑,Data Analysis
(주)블루개러지,프론트엔드 개발자(2~4년),데이터분석가프론트엔드GraphQLPythonReact 외,서울 강동구,2 ~ 4년 · 정규직,대학교(4년)↑,Data Analysis
(주)이너버스,통합보안관리 엔지니어(경력),데이터엔지니어보안컨설팅정보보안IT컨설팅SE(시스템엔지니어) 외,서울 영등포구 외,3 ~ 7년 · 정규직,"대학(2,3년)↑",Data Engineer
토스플레이스(주),DevOps Engineer,데이터엔지니어SE(시스템엔지니어)DevOpsBI 엔지니어,서울 서초구,신입 · 경력 · 정규직,학력무관,Data Engineer
(주)블루개러지,AI Artist / LLM Engineer(9년~),데이터분석가DjangoGraphQLMySQLPandas 외,서울 강동구,6 ~ 8년 · 정규직,대학교(4년)↑,Data Analysis
(주)블루개러지,프론트엔드 개발자(5~7년),데이터분석가프론트엔드GraphQLPythonReact 외,서울 강동구,5 ~ 7년 · 정규직,대학교(4년)↑,Data Analysis
(주)아임솔텍,시스템 엔지니어 채용공,기술지원데이터엔지니어백엔드/서버개발웹개발유지보수 외,서울 영등포구 외,경력 5년↑ · 정규직 외,학력무관,Data Engineer
(주)블루개러지,AI Artist / LLM Engineer(3~5년),데이터분석가DjangoGraphQLMySQLPandas 외,서울 강동구,3 ~ 5년 · 정규직,대학교(4년)↑,Data Analysis
(주)블루개러지,프론트엔드 개발자(8년~),데이터분석가프론트엔드GraphQLPythonReact 외,서울 강동구,8 ~ 20년 · 정규직,대학교(4년)↑,Data Analysis
(주)이너버스,통합보안관리 엔지니어(신입),데이터엔지니어보안컨설팅정보보안IT컨설팅SE(시스템엔지니어) 외,서울 영등포구 외,신입 · 정규직,"대학(2,3년)↑",Data Engineer
(주)미리디,[미리디] Data Engineer,데이터엔지니어빅데이터데이터표준화데이터모델링데이터파이프라인 외,서울 구로구,3 ~ 6년 · 정규직,학력무관,Data Engineer
롯데쇼핑(주)롯데마트·롯데슈퍼,롯데마트·슈퍼 2026년 8월 경력사원 채용(e광고CRM/VMD),데이터분석가SQLCRM마케팅광고캠페인공간디자인 외,서울전체 외,경력 · 정규직,대학교(4년)↑,Data Analysis
Sales Manager/Project Manager 채용,Sales Manager/Project Manager 채용,데이터엔지니어SE(시스템엔지니어)기술영업영업관리영업직 외,서울전체 외,경력 3년↑ · 정규직,학력무관,Data Engineer
지비피엘(주),[시니어] Data Platform Architect / Engineer 경력 모집,데이터엔지니어아키텍쳐,서울 마포구,8 ~ 15년 · 정규직 외,고졸↑,Data Engineer
(주)삼안,한맥가족 기술개발센터 인프라 관리 엔지니어(경력직) 채용,기술지원데이터엔지니어백엔드/서버개발보안컨설팅SE(시스템엔지니어) 외,서울 송파구,경력 5년↑ · 정규직,대학교(4년)↑,Data Engineer
(주)학산,(주)학산 IT팀 시스템 운영 엔지니어 경력직(대리~과장급) 채용,기술지원데이터엔지니어SE(시스템엔지니어)인프라ERP 외,서울 중구,7 ~ 10년 · 정규직,대학교(4년)↑,Data Engineer
(주)띵스파이어,기후에너지 AI 개발 팀장 모집,데이터엔지니어백엔드/서버개발빅데이터챗봇클라우드 외,서울 용산구,5 ~ 15년 · 정규직,대학교(4년)↑,Data Engineer
(주)바스젠바이오,AI 신약사업본부 (CADD 연구원 채용),모델링AI(인공지능)연구원R&D기술연구 외,서울 마포구,신입 · 경력 · 정규직,석사↑,Other
넛지헬스케어(주),[캐시워크] 프론트엔드개발 병역특례 대상자 모집,기술지원데이터분석가앱개발웹개발웹마스터 외,서울 강남구,경력무관 · 병역특례,고졸↑,Data Analysis
에이플랫폼(주),[경력] Database Engineer - R&amp;D Center,기술지원데이터엔지니어빅데이터DBMSDW 외,서울 영등포구,신입 · 경력 · 정규직,"대학(2,3년)↑",Data Engineer
에이플랫폼(주),[경력] Database Engineer - Customer Support Service,기술지원데이터엔지니어빅데이터DBMSDW 외,서울 영등포구,신입 · 경력 · 정규직,"대학(2,3년)↑",Data Engineer
에이플랫폼(주),[경력] Database Engineer - SingleStore Presales 및 교육,기술지원데이터엔지니어빅데이터DBMSDW 외,서울 영등포구,신입 · 경력 · 정규직,"대학(2,3년)↑",Data Engineer
(주)에버트라이,임상데이터 매니지먼트(DM) 채용,데이터분석가통계/분석,서울 서대문구,3 ~ 10년 · 정규직,학력무관,Data Analysis
엠알씨앤에스주식회사,프로그램 유지운영 및 상품관리하실 분을 모집 합니다.,기술지원데이터엔지니어보안컨설팅웹마스터유지보수 외,서울 영등포구,신입 · 경력 · 정규직,학력무관,Data Engineer
(주)뉴아세아,콘텐츠 제작담당  (AI로 코텐츠를 만드는 사람을 찾습니다.),데이터엔지니어,서울 서초구,경력 2년↑ · 정규직,학력무관,Data Engineer
(주)디오,(주)디오 AI Platform 백엔드/API 개발,데이터엔지니어컴퓨터비전APIMySQLPostgreSQL 외,서울 강서구,신입 · 경력 · 정규직,대학교(4년)↑,Data Engineer
(주)디오,(주)디오 AI Platform 데이터 엔지니어,데이터엔지니어백엔드/서버개발컴퓨터비전PytorchSQL 외,서울 강서구,신입 · 경력 · 정규직,대학교(4년)↑,Data Engineer
뉴럴체인엑스(주),KDT/이어드림 23년~25년 수료 개발자를 찾습니다.,데이터엔지니어백엔드/서버개발QA/테스터,서울 강남구,경력무관 · 정규직 외,학력무관,Data Engineer
(주)비아이매트릭스,[코스닥기업] 솔루션 컨설턴트 채용,머신러닝AI(인공지능)Python컨설턴트IT컨설팅 외,서울 강남구,경력 7년↑ · 정규직,대학교(4년)↑,Machine Learning
보보스링크(주),[삼성역]로레알코리아 SCM demand supply planning support 채용,데이터분석가사무직서무문서작성사무보조 외,서울 강남구,경력(년수무관) · 계약직 외,학력무관,Data Analysis
삼주마린(주),삼주마린(주) 해운업 IT 개발 경력직 및 신입 모집,기술지원데이터엔지니어백엔드/서버개발웹개발웹마스터 외,서울 중구,신입 · 경력 · 정규직,대학교(4년)↑,Data Engineer
(주)링크알파코리아,Data Engineer(Data Platform),데이터엔지니어인프라클라우드Python,서울 서초구,경력무관 · 정규직,학력무관,Data Engineer
(주)링크알파코리아,Backend Engineer (Agent Platform),데이터엔지니어백엔드/서버개발SE(시스템엔지니어),서울 서초구,신입 · 경력 · 정규직,학력무관,Data Engineer
(주)링크알파코리아,Forward Deployed Engineer Intern,데이터엔지니어백엔드/서버개발SE(시스템엔지니어)인프라,서울 서초구,경력무관 · 인턴직,학력무관,Data Engineer
기업부설연구소 연구원 채용합니다,기업부설연구소 연구원 채용합니다,유지보수딥러닝솔루션알고리즘영상처리 외,서울 금천구,경력무관 · 정규직,석사↑,Deep Learning
(주)블루어드,(주)블루어드 [SAP BTP &amp; Agentic AI 개발자] 채용,데이터엔지니어백엔드/서버개발솔루션APISAP 외,서울 송파구,신입 · 경력 · 정규직 외,"대학(2,3년)↑",Data Engineer
넛지헬스케어(주),[캐시워크] 안드로이드개발 채용전환형 인턴,기술지원데이터분석가앱개발유지보수프론트엔드 외,서울 강남구,신입 · 인턴직,"대학(2,3년)↑",Data Analysis
(주)아이스테이징아시아,시뮬레이션·검증 엔지니어,데이터엔지니어구조해석/설계,서울 서초구,경력 6년↑ · 정규직,대학교(4년)↑,Data Engineer
넛지헬스케어(주),[캐시워크] 백엔드/서버 개발자,기술지원데이터분석가백엔드/서버개발앱개발웹개발 외,서울 강남구,경력 3년↑ · 정규직,"대학(2,3년)↑",Data Analysis
㈜모니터랩,[코스닥상장] 정보(네트워크)보안 기술 엔지니어 경력직 채용,기술지원데이터분석가보안컨설팅정보보안SE(시스템엔지니어) 외,서울 구로구,경력 5년↑ · 정규직,대학교(4년)↑,Data Analysis
(주)엠제이코리아,"자유시간O/주5일/마포/연장,주말X/영어가능/PC.OA유지보수",기술지원데이터엔지니어유지보수정보보안SE(시스템엔지니어) 외,서울전체 외,경력무관 · 파견직,고졸↑,Data Engineer
(주)지마켓,[지마켓/경력] Business Analyst,데이터분석가데이터시각화SQL데이터분석,서울 강남구,5 ~ 9년 · 정규직,대학교(4년)↑,Data Analysis
쿠팡로지스틱스서비스(유),[쿠팡CLS] 로켓 설치 A/S 정산 담당자 모집(육아휴직 대체),데이터분석가빅데이터경리자금관리재무기획 외,서울 강남구,경력무관 · 계약직,학력무관,Data Analysis
(주)미스터픽,[첫차]와 함께 할 프로덕트 매니저(PM)를 찾습니다.,데이터분석가QA/테스터AndroidiOS콘텐츠기획 외,서울 강남구,신입 · 경력 · 정규직,학력무관,Data Analysis
(주)인텔리빅스,[AI Solution개발팀] AI연구소 영상보안 응용SW개발 경력직 채용,백엔드/서버개발딥러닝신경망알고리즘영상처리 외,서울 서초구,5 ~ 20년 · 정규직,"대학(2,3년)↑",Deep Learning
엠앤앤에이치,공간 영상 3D AI 소프트웨어 개발자 (주4일 근무 - 격주),게임개발머신러닝신경망영상처리컴퓨터비전 외,서울 성동구,신입 · 경력 · 정규직,대학교(4년)↑,Machine Learning
엠앤앤에이치,유니티 언리얼 개발자 (주4일 근무 - 격주),게임개발머신러닝신경망영상처리컴퓨터비전 외,서울 성동구,신입 · 경력 · 정규직,대학교(4년)↑,Machine Learning
(주)싸이버원,[싸이버원] 모의해킹 정보보호 컨설팅 신입/경력 채용,기술지원데이터엔지니어유지보수정보보안IT컨설팅 외,서울 서초구,경력무관 · 정규직,학력무관,Data Engineer
주식회사 아슬론,의료 IT 풀스택 개발자 / 프로젝트 관리자 (경력),기술지원데이터엔지니어백엔드/서버개발웹개발유지보수 외,서울 강서구,경력 1년↑ · 정규직,대학교(4년)↑,Data Engineer
(주)플레이위드코리아,DBA 담당 경력사원 모집,기술지원데이터엔지니어DBA데이터라벨링데이터마이닝 외,서울 서초구,4 ~ 10년 · 정규직,학력무관,Data Engineer
(주)미리디,[미리캔버스] Applied Algorithm Engineer,기술지원데이터엔지니어백엔드/서버개발AI(인공지능),서울 구로구,경력무관 · 정규직,학력무관,Data Engineer
(주)아이투맥스,[Salesforce 업계 1위] 세일즈포스 개발자 경력 채용(본사),데이터엔지니어웹개발유지보수프론트엔드DBA 외,서울 마포구,경력 2년↑ · 정규직,대학교(4년)↑,Data Engineer
비비엠씨(주),포스코 파견 인력 채용,기술지원데이터엔지니어유지보수SE(시스템엔지니어)네트워크 외,서울 성동구,경력무관 · 계약직,학력무관,Data Engineer
에스넷시스템(주),[서울] 네트워크 엔지니어 (경력),기술지원데이터엔지니어유지보수네트워크,서울 강남구,경력 7년↑ · 정규직,"대학(2,3년)↑",Data Engineer
토스뱅크(주),Server Developer(계정계),데이터분석가프론트엔드JavaKotlinMySQL 외,서울 강남구,신입 · 경력 · 정규직,학력무관,Data Analysis
토스뱅크(주),Data Platform Engineer (Streaming),기술지원데이터엔지니어SE(시스템엔지니어)BI 엔지니어,서울 강남구,경력 3년↑ · 정규직,학력무관,Data Engineer
토스뱅크(주),IT Planning Team Leader,기술지원데이터엔지니어SE(시스템엔지니어)경영기획경영분석 외,서울 강남구,경력 · 정규직,학력무관,Data Engineer
(주)바로팜,데이터 엔지니어 채용,데이터엔지니어,서울 동작구 외,7 ~ 20년 · 정규직,학력무관,Data Engineer
(주)럭스로보,ML/AI 엔지니어,머신러닝AI(인공지능),서울전체 외,4 ~ 10년 · 정규직,"대학(2,3년)↑",Machine Learning
(주)우아한청년들,협력사 운영 프로세스 기획 담당자 모집(5년 이상),데이터분석가데이터분석KPI관리3PL운영기획 외,서울전체,경력 5년↑ · 정규직,학력무관,Data Analysis
(주)큐오텍,IT보안솔루션 기술지원 (신입),데이터엔지니어유지보수정보보안SE(시스템엔지니어)네트워크 외,서울전체 외,신입 · 정규직,"대학(2,3년)↑",Data Engineer
(주)큐오텍,IT보안솔루션 기술지원 (경력),데이터엔지니어유지보수정보보안SE(시스템엔지니어)네트워크 외,서울전체 외,경력 · 정규직,"대학(2,3년)↑",Data Engineer
토스페이먼츠(주),토스페이먼츠 데이터 엔지니어 공개채용 (7년 이하) (~9/10),데이터엔지니어SE(시스템엔지니어)BI 엔지니어,서울 강남구,1 ~ 7년 · 정규직,학력무관,Data Engineer
(주)엘지에너지솔루션,신입사원 수시채용(생산기술혁신센터-공정기술(원통형)),데이터분석가PythonRExcel공정엔지니어 외,충북 청주시 흥덕구,신입 · 정규직,대학교(4년)↑,Data Analysis
넷마블(주),보안 정책 담당자 모집,데이터분석가보안컨설팅정보보안SE(시스템엔지니어)악성코드 외,서울 구로구 외,경력 · 정규직,대학교(4년)↑,Data Analysis
[Solution] AI Data Engineer Intern (체험형),[Solution] AI Data Engineer Intern (체험형),데이터엔지니어QA/테스터AI(인공지능),서울 강남구,신입 · 인턴직,"대학(2,3년)↑",Data Engineer
넷마블(주),게임 보안 개발자,게임개발데이터분석가정보보안GM(게임운영)SE(시스템엔지니어) 외,서울 구로구 외,경력 · 정규직,대학교(4년)↑,Data Analysis
(주)두아즈,AI 엔지니어/  DevOps 엔지니어 채용,백엔드/서버개발딥러닝인프라컴퓨터비전클라우드 외,서울 강남구,경력 3년↑ · 정규직,대학교(4년)↑,Deep Learning
(주)아임솔텍,[(주)아임솔텍] 시스템 엔지니어 모집,기술지원데이터엔지니어백엔드/서버개발웹개발유지보수 외,서울 영등포구 외,경력 5년↑ · 정규직 외,학력무관,Data Engineer
쿠팡(주),[쿠팡] 시니어 운영 프로세스 개선 분석가 (Catalog Ops),데이터분석가QA/테스터PL(프로젝트리더)PM(프로젝트매니저)PMO 외,서울 송파구,5 ~ 10년 · 정규직,대학교(4년)↑,Data Analysis
테크하임(주),SW 엔지니어(S/W&amp;H/W 설치 및 유지보수),데이터엔지니어유지보수솔루션H/WS/W 외,서울 서초구,신입 · 경력 · 정규직,대학교(4년)↑,Data Engineer
(주)이빗,[EBIT] STEM 분야 AI 트레이닝 전문가 모집 (재택근무/프리랜서),딥러닝빅데이터AI(인공지능)연구원R&D 외,서울 강남구,경력무관 · 파트 외,대학교(4년)↑,Deep Learning
(주)블리츠다이나믹스,Platform Data Analyst 인턴/계약직 채용,데이터분석가퍼포먼스마케팅데이터분석,서울 관악구,경력무관 · 계약직 외,학력무관,Data Analysis
